country,isVerified,ratingScore,reviewTitle,reviewDescription,variant,full_review,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,aspects,sentiment_category,sentiment_numeric
India,True,5,Supr,Best All Time IOS,Colour: StarlightSize: 128 GB,Supr Best All Time IOS Colour: StarlightSize: 128 GB,supr best time io colour starlightsize gb,0.6369,0.344,0.0,0.656,1.0,0.3,"{'Supr': 0.6369, 'Best': 0.6369, 'All': 0.6369, 'Time': 0.6369, 'IOS': 0.6369, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Well its a iphone.,"A little overpriced but worth the buy. Even tho there is not much difference in the the version 13 or 14, But it just feels different everytime. Totally recommended",Colour: StarlightSize: 128 GB,"Well its a iphone. A little overpriced but worth the buy. Even tho there is not much difference in the the version 13 or 14, But it just feels different everytime. Totally recommended Colour: StarlightSize: 128 GB",well iphone little overpriced worth buy even tho much difference version feel different everytime totally recommended colour starlightsize gb,0.6302,0.161,0.0,0.839,0.0024999999999999966,0.43,"{'iphone': 0.2732, 'buy': 0.3291, 'difference': 0.0, 'version': 0.0, 'everytime': 0.0, 'Colour': 0.2716, 'StarlightSize': 0.2023, 'GB': 0.0}",Positive,2
India,True,5,Upgrade phone,No effective change iphone 12 to iphone 14Minner upgraded,Colour: StarlightSize: 128 GB,Upgrade phone No effective change iphone 12 to iphone 14Minner upgraded Colour: StarlightSize: 128 GB,upgrade phone effective change iphone iphone minner upgraded colour starlightsize gb,0.2263,0.169,0.12,0.71,-0.3,0.8,"{'Upgrade': 0.2263, 'phone': 0.2263, 'No': 0.2263, 'change': 0.2263, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,Defective I phone,"Send defective I phone, in one month mobile is impared twice,",Colour: StarlightSize: 128 GB,"Defective I phone Send defective I phone, in one month mobile is impared twice, Colour: StarlightSize: 128 GB",defective phone send defective phone one month mobile impared twice colour starlightsize gb,-0.7003,0.0,0.293,0.707,0.0,0.0,"{'phone': -0.4404, 'Send': -0.7003, 'defective': -0.4404, 'month': 0.0, 'mobile': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Screen defects,Its been few days we bought during the sale....and now we have got these issues....and Amazon doesn't even respond or replace it .,Colour: StarlightSize: 128 GB,Screen defects Its been few days we bought during the sale....and now we have got these issues....and Amazon doesn't even respond or replace it . Colour: StarlightSize: 128 GB,screen defect day bought saleand got issuesand amazon doesnt even respond replace colour starlightsize gb,-0.25,0.056,0.089,0.855,-0.2,0.1,"{'days': 0.0, 'sale': 0.0, '....': 0.0, 'issues': 0.1779, 'Amazon': 0.1779, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Face id automatic off and now not working,Face id today autimatically not working i have try to resest and erase all setting but still not working,Colour: StarlightSize: 128 GB,Face id automatic off and now not working Face id today autimatically not working i have try to resest and erase all setting but still not working Colour: StarlightSize: 128 GB,face id automatic working face id today autimatically working try resest erase setting still working colour starlightsize gb,0.0,0.0,0.0,1.0,0.0,0.0,"{'Face': 0.0, 'id': 0.0, 'today': 0.0, 'i': 0.0, 'setting': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,1,Wrost package,Product box is not okay condition I am not satisfied,Colour: StarlightSize: 128 GB,Wrost package Product box is not okay condition I am not satisfied Colour: StarlightSize: 128 GB,wrost package product box okay condition satisfied colour starlightsize gb,-0.4585,0.0,0.235,0.765,-0.25,0.75,"{'package': 0.0, 'Product': 0.0, 'box': -0.1695, 'condition': -0.1695, 'Colour': -0.3252, 'StarlightSize': 0.4215, 'GB': 0.0}",Negative,0
India,True,1,"Defective, unexpected from apple","Defective piece, couldn't even complete setup mobile. Defective instrument",Colour: StarlightSize: 128 GB,"Defective, unexpected from apple Defective piece, couldn't even complete setup mobile. Defective instrument Colour: StarlightSize: 128 GB",defective unexpected apple defective piece couldnt even complete setup mobile defective instrument colour starlightsize gb,-0.8271,0.0,0.383,0.617,0.1,0.7,"{'Defective': -0.4404, 'apple': -0.4404, 'piece': -0.4404, 'setup': 0.0, 'mobile': 0.0, 'instrument': -0.4404, 'Colour': -0.4404, 'StarlightSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Not worth the money,Doesn't make any sense to buy this mobile. Go for either Pro if you want good images or 13 for less price. I am regretting this mobile purchase.,Colour: StarlightSize: 128 GB,Not worth the money Doesn't make any sense to buy this mobile. Go for either Pro if you want good images or 13 for less price. I am regretting this mobile purchase. Colour: StarlightSize: 128 GB,worth money doesnt make sense buy mobile go either pro want good image less price regretting mobile purchase colour starlightsize gb,0.0252,0.107,0.104,0.789,0.12777777777777777,0.2555555555555556,"{'money': -0.1695, 'sense': 0.0, 'mobile': 0.0, 'Go': 0.0, 'Pro': 0.0772, 'images': 0.4939, 'price': 0.0, 'purchase': -0.4019, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,1,zero i phone 14,bhut baker phn hai 2 month m 2% betrry helth kam ho gayi,Colour: StarlightSize: 128 GB,zero i phone 14 bhut baker phn hai 2 month m 2% betrry helth kam ho gayi Colour: StarlightSize: 128 GB,zero phone bhut baker phn hai month betrry helth kam ho gayi colour starlightsize gb,0.0,0.0,0.0,1.0,0.0,0.0,"{'zero': 0.0, 'i': 0.0, 'phone': 0.0, 'bhut': 0.0, 'baker': 0.0, 'phn': 0.0, 'month': 0.0, '%': 0.0, 'betrry': 0.0, 'helth': 0.0, 'kam': 0.0, 'ho': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,1,Heating issues,Heating issues .thought it will be ok in a day or two but it still persists,Colour: StarlightSize: 128 GB,Heating issues Heating issues .thought it will be ok in a day or two but it still persists Colour: StarlightSize: 128 GB,heating issue heating issue thought ok day two still persists colour starlightsize gb,0.1531,0.074,0.0,0.926,0.5,0.5,"{'issues': 0.0, 'Heating': 0.0, 'day': 0.1531, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,à¤†à¤¯ à¤«à¥‹à¤¨ à¤•à¤¿ à¤¬à¥à¤¯à¤¾à¤Ÿà¤°à¤¿ à¤¬à¤¹à¥à¤¤ à¤œà¤²à¤¦ à¤–à¤¤à¤® à¤¹à¥‹à¤¤à¥€ à¤¹à¥‡,à¤†à¤¯ à¤«à¥‹à¤¨ à¤•à¤¿ à¤¬à¥à¤¯à¤¾à¤Ÿà¤°à¤¿ à¤¬à¤¹à¥à¤¤ à¤œà¤²à¤¦ à¤–à¤¤à¤® à¤¹à¥‹à¤¤à¥€ à¤¹à¥‡,Colour: StarlightSize: 128 GB,à¤†à¤¯ à¤«à¥‹à¤¨ à¤•à¤¿ à¤¬à¥à¤¯à¤¾à¤Ÿà¤°à¤¿ à¤¬à¤¹à¥à¤¤ à¤œà¤²à¤¦ à¤–à¤¤à¤® à¤¹à¥‹à¤¤à¥€ à¤¹à¥‡ à¤†à¤¯ à¤«à¥‹à¤¨ à¤•à¤¿ à¤¬à¥à¤¯à¤¾à¤Ÿà¤°à¤¿ à¤¬à¤¹à¥à¤¤ à¤œà¤²à¤¦ à¤–à¤¤à¤® à¤¹à¥‹à¤¤à¥€ à¤¹à¥‡ Colour: StarlightSize: 128 GB,colour starlightsize gb,0.0,0.0,0.0,1.0,0.0,0.0,"{'à¤': 0.0, '«': 0.0, 'à¥‹à¤¨': 0.0, 'à¤•à¤¿': 0.0, 'à¤¬à¥\x8dà¤¯à¤¾à¤Ÿà¤°à¤¿': 0.0, 'à¤¬à¤¹à¥\x81à¤¤': 0.0, 'à¤œà¤²à¤¦': 0.0, 'à¤–à¤¤à¤®': 0.0, 'à¤¹à¥‹à¤¤à¥€': 0.0, 'à¤¹à¥‡': 0.0, 'à¤†à¤¯': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,1,frozen screen,phone froze and not working,Colour: StarlightSize: 128 GB,frozen screen phone froze and not working Colour: StarlightSize: 128 GB,frozen screen phone froze working colour starlightsize gb,0.0,0.0,0.0,1.0,0.0,0.0,"{'screen': 0.0, 'phone': 0.0, 'froze': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,5,Very nice,Like it's,Colour: StarlightSize: 128 GB,Very nice Like it's Colour: StarlightSize: 128 GB,nice like colour starlightsize gb,0.707,0.495,0.0,0.505,0.78,1.0,"{'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,iPhone,"I donâ€™t think I have to mention anything for this phone, this is the worldâ€™s best smartphone ever",Colour: StarlightSize: 128 GB,"iPhone I donâ€™t think I have to mention anything for this phone, this is the worldâ€™s best smartphone ever Colour: StarlightSize: 128 GB",iphone dont think mention anything phone world best smartphone ever colour starlightsize gb,0.6369,0.174,0.0,0.826,1.0,0.3,"{'iPhone': 0.0, 'anything': 0.0, 'phone': 0.0, 'worldâ€™s': 0.6369, 'smartphone': 0.6369, 'Colour': 0.6369, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Quality,It was very good product I liked it,Colour: StarlightSize: 128 GB,Quality It was very good product I liked it Colour: StarlightSize: 128 GB,quality good product liked colour starlightsize gb,0.7397,0.385,0.0,0.615,0.7549999999999999,0.79,"{'Quality': 0.0, 'product': 0.7397, 'Colour': 0.4215, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Apple is Apple,No need to write more its awesome,Colour: StarlightSize: 128 GB,Apple is Apple No need to write more its awesome Colour: StarlightSize: 128 GB,apple apple need write awesome colour starlightsize gb,0.4902,0.236,0.118,0.646,0.75,0.75,"{'Apple': -0.296, 'No': -0.296, 'need': -0.296, 'Colour': 0.6573, 'StarlightSize': 0.6249, 'GB': 0.0}",Positive,2
India,True,5,Amazing amazon,It's genuine and works really well .. thanks amazon,Colour: StarlightSize: 128 GB,Amazing amazon It's genuine and works really well .. thanks amazon Colour: StarlightSize: 128 GB,amazing amazon genuine work really well thanks amazon colour starlightsize gb,0.8947,0.561,0.0,0.439,0.35,0.44999999999999996,"{'amazon': 0.6705, 'thanks': 0.7397, 'Colour': 0.5574, 'StarlightSize': 0.1779, 'GB': 0.0}",Positive,2
India,True,5,Good ðŸ‘,Good ðŸ‘,Colour: StarlightSize: 128 GB,Good ðŸ‘ Good ðŸ‘ Colour: StarlightSize: 128 GB,good good colour starlightsize gb,0.7003,0.492,0.0,0.508,0.7,0.6000000000000001,"{'ðŸ': 0.4404, '‘': 0.4404, '\x8d': 0.4404, 'Good': 0.4404, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Best,iPhone is iphone and it's really great. Smooth operations and works like butter.,Colour: StarlightSize: 128 GB,Best iPhone is iphone and it's really great. Smooth operations and works like butter. Colour: StarlightSize: 128 GB,best iphone iphone really great smooth operation work like butter colour starlightsize gb,0.902,0.425,0.0,0.575,0.7333333333333334,0.5166666666666667,"{'Best': 0.6369, 'iPhone': 0.6369, 'Smooth': 0.0, 'operations': 0.3612, 'works': 0.3612, 'butter': 0.3612, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,It is a good product,This I phone is long lasting nice,Colour: StarlightSize: 128 GB,It is a good product This I phone is long lasting nice Colour: StarlightSize: 128 GB,good product phone long lasting nice colour starlightsize gb,0.6908,0.322,0.0,0.678,0.3125,0.5,"{'product': 0.4404, 'phone': 0.0, 'Colour': 0.4215, 'StarlightSize': 0.4215, 'GB': 0.0}",Positive,2
India,True,5,Nice,Very nice product,Colour: StarlightSize: 128 GB,Nice Very nice product Colour: StarlightSize: 128 GB,nice nice product colour starlightsize gb,0.7089,0.496,0.0,0.504,0.69,1.0,"{'Very': 0.7089, 'product': 0.7089, 'Colour': 0.4754, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Itâ€™s amazing,Its very nice product in buget,Colour: StarlightSize: 128 GB,Itâ€™s amazing Its very nice product in buget Colour: StarlightSize: 128 GB,amazing nice product buget colour starlightsize gb,0.7841,0.408,0.0,0.592,0.6900000000000001,0.95,"{'Itâ€™s': 0.5859, 'very': 0.7841, 'product': 0.4754, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,Damaged,Box was damaged,Colour: StarlightSize: 128 GB,Damaged Box was damaged Colour: StarlightSize: 128 GB,damaged box damaged colour starlightsize gb,-0.7003,0.0,0.492,0.508,0.0,0.0,"{'Box': -0.7003, 'Colour': -0.4404, 'StarlightSize': -0.4404, 'GB': 0.0}",Negative,0
India,True,1,Box damaged,Birthday gift,Colour: StarlightSize: 128 GB,Box damaged Birthday gift Colour: StarlightSize: 128 GB,box damaged birthday gift colour starlightsize gb,0.0,0.246,0.246,0.508,0.0,0.0,"{'Box': 0.0, 'Birthday': 0.0, 'Colour': 0.0, 'StarlightSize': 0.4404, 'GB': 0.0}",Neutral,1
India,False,1,Defective Product,Defective charging cable provided. Too bad to have such defective product from apple. Its a total waste of time. Need to go to apple service center and get new charging cable.,Colour: StarlightSize: 128 GB,Defective Product Defective charging cable provided. Too bad to have such defective product from apple. Its a total waste of time. Need to go to apple service center and get new charging cable. Colour: StarlightSize: 128 GB,defective product defective charging cable provided bad defective product apple total waste time need go apple service center get new charging cable colour starlightsize gb,-0.9325,0.0,0.326,0.674,-0.14393939393939392,0.4118686868686869,"{'Product': -0.7003, 'Defective': -0.7003, 'cable': 0.0, 'product': -0.4404, 'apple': 0.0, 'waste': -0.4215, 'time': -0.4215, 'Need': 0.0, 'service': 0.0, 'center': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Negative,0
India,False,1,Samsung is much better,"After one week of usageI don't feel good about this purchase.Really bad.I switched from Android (Samsung Eco System) to IOS.IOS fails to give features.Not user-friendly.Talking about qualityBoth companies are equally good.What we pay for is featuresI can get good camera, ips68 etc under 40kBut what samsung has Achieved and giving the customers is truly unbelievable.Sorry Apple.",Colour: StarlightSize: 128 GB,"Samsung is much better After one week of usageI don't feel good about this purchase.Really bad.I switched from Android (Samsung Eco System) to IOS.IOS fails to give features.Not user-friendly.Talking about qualityBoth companies are equally good.What we pay for is featuresI can get good camera, ips68 etc under 40kBut what samsung has Achieved and giving the customers is truly unbelievable.Sorry Apple. Colour: StarlightSize: 128 GB",samsung much better one week usagei dont feel good purchasereally badi switched android samsung eco system iosios fails give featuresnot userfriendlytalking qualityboth company equally goodwhat pay featuresi get good camera ip etc kbut samsung achieved giving customer truly unbelievablesorry apple colour starlightsize gb,0.0485,0.11,0.121,0.768,0.27999999999999997,0.45,"{'Samsung': 0.0, 'week': 0.4404, 'Android': 0.0, 'Eco': 0.0, 'System': 0.0, 'IOS.IOS': -0.4215, 'fails': -0.4215, 'companies': 0.0, 'camera': 0.4404, 'etc': 0.0, 'samsung': 0.0, 'customers': 0.6486, 'Apple': 0.4404, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,False,1,Received defective product,"From day 1 SIM card was not detected, I gave it off to service center for replacement but they denied saying phone is modified. Amazon is saying Apple will help and Apple is saying Amazon will help, but in reality no one is helping.",Colour: StarlightSize: 128 GB,"Received defective product From day 1 SIM card was not detected, I gave it off to service center for replacement but they denied saying phone is modified. Amazon is saying Apple will help and Apple is saying Amazon will help, but in reality no one is helping. Colour: StarlightSize: 128 GB",received defective product day sim card detected gave service center replacement denied saying phone modified amazon saying apple help apple saying amazon help reality one helping colour starlightsize gb,0.6597,0.22,0.135,0.645,-0.1,0.1,"{'product': -0.4404, 'From': -0.4404, 'day': -0.4404, 'SIM': 0.0, 'card': 0.0, 'service': 0.0, 'center': 0.0, 'replacement': -0.5927, 'phone': -0.4404, 'Amazon': 0.5267, 'Apple': 0.5267, 'reality': -0.4215, 'one': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,False,1,Price is too high as compare to all features also battery life get reduces within 1 month,,Colour: StarlightSize: 128 GB,Price is too high as compare to all features also battery life get reduces within 1 month  Colour: StarlightSize: 128 GB,price high compare feature also battery life get reduces within month colour starlightsize gb,0.0,0.0,0.0,1.0,0.16,0.5399999999999999,"{'Price': 0.0, 'compare': 0.0, 'features': 0.0, 'life': 0.0, 'get': 0.0, 'reduces': 0.0, 'month': 0.0, 'Colour': 0.0, 'StarlightSize': 0.0, 'GB': 0.0}",Neutral,1
India,False,1,Very good ðŸ‘ðŸ»ðŸ˜Š,"It is the most lagging phone and it's speed is very slow , the phone is looking good but when you use it ,it's seems to be very slower than a normal Android phone  , if you what to purchase iphone then choose iphone 14 pro it's A16 bionic chic is so fast and no one can  compare any phones with iphone 14 pro............it's awesome ðŸ˜Ž",Colour: StarlightSize: 128 GB,"Very good ðŸ‘ðŸ»ðŸ˜Š It is the most lagging phone and it's speed is very slow , the phone is looking good but when you use it ,it's seems to be very slower than a normal Android phone  , if you what to purchase iphone then choose iphone 14 pro it's A16 bionic chic is so fast and no one can  compare any phones with iphone 14 pro............it's awesome ðŸ˜Ž Colour: StarlightSize: 128 GB",good lagging phone speed slow phone looking good use seems slower normal android phone purchase iphone choose iphone pro bionic chic fast one compare phone iphone proits awesome colour starlightsize gb,0.8225,0.154,0.06,0.786,0.40875,0.61875,"{'ðŸ': 0.4927, '‘': 0.4927, '\x8dðŸ\x8f': 0.4404, '»': 0.0, 'phone': 0.0, 'speed': 0.0, 'Android': 0.0, 'iphone': 0.0, 'A16': 0.2732, 'chic': 0.2732, 'one': -0.296, 'phones': 0.0, 'Colour': 0.6249, 'StarlightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,ðŸŽ Name is enough,"Just Wow, amazing product",Colour: MidnightSize: 128 GB,"ðŸŽ Name is enough Just Wow, amazing product Colour: MidnightSize: 128 GB",name enough wow amazing product colour midnightsize gb,0.8225,0.432,0.0,0.568,0.23333333333333336,0.7999999999999999,"{'ðŸ\x8dŽ': 0.0, 'Name': 0.0, 'Just': 0.8225, 'Wow': 0.8225, 'product': 0.8225, 'Colour': 0.5859, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,iPhone 14,"Itâ€™s trusts worthyGo for it as a first time buyer i was scared but amazon has nailed itAmazing delivery, the security was just the best. Thank you Amazon",Colour: MidnightSize: 128 GB,"iPhone 14 Itâ€™s trusts worthyGo for it as a first time buyer i was scared but amazon has nailed itAmazing delivery, the security was just the best. Thank you Amazon Colour: MidnightSize: 128 GB",iphone trust worthygo first time buyer scared amazon nailed itamazing delivery security best thank amazon colour midnightsize gb,0.9464,0.404,0.043,0.552,0.625,0.31666666666666665,"{'iPhone': 0.4767, 'Itâ€™s': 0.4767, 'trusts': 0.4767, 'time': 0.0, 'buyer': -0.4404, 'i': -0.2382, 'delivery': 0.34, 'security': 0.34, 'Thank': 0.4939, 'Colour': 0.4939, 'MidnightSize': 0.1779, 'GB': 0.0}",Positive,2
India,True,5,Doing its best for IPhone Lovers,Itâ€™s really owe some.No need to mention about qualities as it is iPhone.Loving it,Colour: MidnightSize: 128 GB,Doing its best for IPhone Lovers Itâ€™s really owe some.No need to mention about qualities as it is iPhone.Loving it Colour: MidnightSize: 128 GB,best iphone lover really owe someno need mention quality iphoneloving colour midnightsize gb,0.8225,0.257,0.0,0.743,0.6,0.25,"{'IPhone': 0.8225, 'Lovers': 0.8225, 'Itâ€™s': 0.5267, 'some.No': 0.0, 'qualities': 0.0, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Good deal,Good one,Colour: MidnightSize: 128 GB,Good deal Good one Colour: MidnightSize: 128 GB,good deal good one colour midnightsize gb,0.7003,0.492,0.0,0.508,0.7,0.6000000000000001,"{'deal': 0.7003, 'Good': 0.7003, 'Colour': 0.4404, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Good product,What good product,Colour: MidnightSize: 128 GB,Good product What good product Colour: MidnightSize: 128 GB,good product good product colour midnightsize gb,0.7003,0.453,0.0,0.547,0.7,0.6000000000000001,"{'product': 0.4404, 'Colour': 0.4404, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Premium feels,Iâ€™m android user for 15 years and after that i love ios so try a new experience,Colour: MidnightSize: 128 GB,Premium feels Iâ€™m android user for 15 years and after that i love ios so try a new experience Colour: MidnightSize: 128 GB,premium feel im android user year love io try new experience colour midnightsize gb,0.6369,0.174,0.0,0.826,0.3181818181818182,0.5272727272727272,"{'feels': 0.0, 'Iâ€™m': 0.0, 'user': 0.0, 'years': 0.0, 'ios': 0.6369, 'experience': 0.0, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Excellent deal,Amazon has given genuine product.. we canâ€™t trust any other then Amazon.Will recommend to purchase it from here only,Colour: MidnightSize: 128 GB,Excellent deal Amazon has given genuine product.. we canâ€™t trust any other then Amazon.Will recommend to purchase it from here only Colour: MidnightSize: 128 GB,excellent deal amazon given genuine product cant trust amazonwill recommend purchase colour midnightsize gb,0.8807,0.348,0.0,0.652,0.31875,0.71875,"{'deal': 0.6597, 'Amazon': 0.6597, 'product': 0.0, '..': 0.5106, 'Amazon.Will': 0.3612, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Wonderful phone as always,iPhone 14 has been a good experience on the eyes apart from the other advantages that iPhone delivers as default.,Colour: MidnightSize: 128 GB,Wonderful phone as always iPhone 14 has been a good experience on the eyes apart from the other advantages that iPhone delivers as default. Colour: MidnightSize: 128 GB,wonderful phone always iphone good experience eye apart advantage iphone delivers default colour midnightsize gb,0.8442,0.275,0.0,0.725,0.525,0.6583333333333333,"{'phone': 0.5719, 'iPhone': 0.3612, 'experience': 0.4404, 'eyes': 0.0, 'advantages': 0.3612, 'delivers': 0.3612, 'default': 0.0, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Excellent Product,No need any review of this product. Everybody knows it. Only I selected buyer Appario Retail based on my previous experience.Genene product received in good condition.,Colour: MidnightSize: 128 GB,Excellent Product No need any review of this product. Everybody knows it. Only I selected buyer Appario Retail based on my previous experience.Genene product received in good condition. Colour: MidnightSize: 128 GB,excellent product need review product everybody know selected buyer appario retail based previous experiencegenene product received good condition colour midnightsize gb,0.6597,0.179,0.06,0.761,0.3833333333333333,0.6916666666666667,"{'Product': 0.3612, 'No': 0.3612, 'product': 0.4404, 'Everybody': 0.0, 'buyer': 0.0, 'Appario': 0.0, 'Retail': 0.0, 'condition': 0.4404, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,This iphone is lit ðŸ”¥,This is my 1st self earned iphone 14.Android fanboy switched to ios and this exeprience is so good and hope it will remain same for upcoming years.Overall experience with Amazon and Apple - 4.7/5,Colour: MidnightSize: 128 GB,This iphone is lit ðŸ”¥ This is my 1st self earned iphone 14.Android fanboy switched to ios and this exeprience is so good and hope it will remain same for upcoming years.Overall experience with Amazon and Apple - 4.7/5 Colour: MidnightSize: 128 GB,iphone lit st self earned iphone android fanboy switched io exeprience good hope remain upcoming yearsoverall experience amazon apple colour midnightsize gb,0.8227,0.181,0.0,0.819,0.35,0.36250000000000004,"{'iphone': 0.0, 'ðŸ': 0.0, '”': 0.0, '¥': 0.0, 'self': 0.0, 'fanboy': 0.0, 'exeprience': 0.5777, 'experience': 0.1779, 'Amazon': 0.1779, 'Apple': 0.1779, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,its ok,ok,Colour: MidnightSize: 128 GB,its ok ok Colour: MidnightSize: 128 GB,ok ok colour midnightsize gb,0.5267,0.468,0.0,0.532,0.5,0.5,"{'Colour': 0.5267, 'MidnightSize': 0.296, 'GB': 0.0}",Positive,2
India,True,5,Good,No words,Colour: MidnightSize: 128 GB,Good No words Colour: MidnightSize: 128 GB,good word colour midnightsize gb,0.1779,0.287,0.218,0.495,0.7,0.6000000000000001,"{'words': 0.1779, 'Colour': 0.1779, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Delivered on time,Received in perfect condition,Colour: MidnightSize: 128 GB,Delivered on time Received in perfect condition Colour: MidnightSize: 128 GB,delivered time received perfect condition colour midnightsize gb,0.5719,0.27,0.0,0.73,1.0,1.0,"{'time': 0.5719, 'condition': 0.5719, 'Colour': 0.5719, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Perfect,Brand Apple is the only word which don't need review. Nice in segment with required salient features.,Colour: MidnightSize: 128 GB,Perfect Brand Apple is the only word which don't need review. Nice in segment with required salient features. Colour: MidnightSize: 128 GB,perfect brand apple word dont need review nice segment required salient feature colour midnightsize gb,0.5374,0.214,0.086,0.7,0.5333333333333333,1.0,"{'Perfect': 0.5719, 'Brand': 0.5719, 'Apple': 0.5719, 'word': 0.0, 'review': 0.0, 'Nice': 0.4215, 'segment': 0.5994, 'salient': 0.2732, 'features': 0.2732, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Good,Good,Colour: MidnightSize: 128 GB,Good Good Colour: MidnightSize: 128 GB,good good colour midnightsize gb,0.7003,0.592,0.0,0.408,0.7,0.6000000000000001,"{'Colour': 0.7003, 'MidnightSize': 0.4404, 'GB': 0.0}",Positive,2
India,True,5,Apple product ossam amazon packaging department zero,Product ok.  Packing kai leye amazon kai pass rupees nahi hai es leye wo box mai packing nahi kare hai 65000 ka order hai or plane paper mai order pack ho kia a rahe hai waa kya batt hai,Colour: MidnightSize: 128 GB,Apple product ossam amazon packaging department zero Product ok.  Packing kai leye amazon kai pass rupees nahi hai es leye wo box mai packing nahi kare hai 65000 ka order hai or plane paper mai order pack ho kia a rahe hai waa kya batt hai Colour: MidnightSize: 128 GB,apple product ossam amazon packaging department zero product ok packing kai leye amazon kai pas rupee nahi hai e leye wo box mai packing nahi kare hai ka order hai plane paper mai order pack ho kia rahe hai waa kya batt hai colour midnightsize gb,-0.1531,0.102,0.077,0.821,0.5,0.5,"{'Apple': 0.1779, 'product': 0.1779, 'ossam': 0.1779, 'packaging': 0.1779, 'department': 0.4404, 'Product': 0.296, 'ok': 0.296, 'kai': 0.1779, 'leye': 0.0, 'amazon': 0.1779, 'pass': 0.1779, 'hai': -0.6369, 'es': 0.0, 'mai': 0.0, 'kare': 0.0, 'ka': 0.0, 'order': -0.6369, 'plane': 0.0, 'paper': 0.0, 'pack': -0.6369, 'ho': -0.6369, 'rahe': -0.6369, 'waa': 0.0, 'kya': 0.0, 'batt': 0.0, 'Colour': 0.0, 'MidnightSize': 0.0, 'GB': 0.0}",Negative,0
